observation_1,observation_2,hypothesis_1,hypothesis_2,label
كانت إيمي تتصفح ألبومات قصاصات والدتها القديمة.,أدركت إيمي أن والدتها كانت قد واعدت أستاذها للتاريخ.,رأت إيمي وجهًا مألوفًا في الصور.,رأت إيمي وجه غريب في الصور.,1
كان دان متعبًا جدًا بعد التمرين.,استيقظ دان منعشًا.,قرر دان أن يركض ماراثونًا.,قرر دان الحصول على قسط من الراحة.,2
كان دان متعبًا جدًا بعد التمرين.,استيقظ دان منتعشًا.,ذهب دان إلى الفراش وكان لديه كوابيس كثيرة.,ذهب دان إلى الفراش ونام بهدوء.,2
كان أصدقاء إيمي يتحدثون عنها في الصف.,التقطت إيمي أشيائها وتحولت إلى طاولة مختلفة.,مللت إيمي من كل الإساءة اللفظية من أصدقائها.,كانت إيمي تحب كل المديح من أصدقائها.,1
كان أصدقاء إيمي يتحدثون عنها في الصف.,التقطت إيمي أشيائها وتحولت إلى طاولة مختلفة.,مشاعر إيمي كانت مؤلمة.,مشاعر إيمي قد اختفت.,1
في الخريف، زرعت سوزان بعض بذور الزهور في الفناء الخلفي.,قريبًا، كان لدى سوزان حديقة جميلة.,نسيت بشأنها وقامت بتقطيع المنطقة بأكملها.,قضت سوزان كل الموسم تعتني بالحديقة.,2
في الخريف، زرعت سوزان بعض بذور الزهور في الفناء الخلفي.,قريبًا، كان لدى سوزان حديقة جميلة.,نمت الزهور إلى أعشاب قبيحة في الفناء الخلفي.,نمت الزهور في الفناء الخلفي.,2
كانت آنا جائعة جدًا.,كان لديها فكرة رائعة وضعتها في الميكروويف وصنعت صلصة التفاح!,رأت آنا بعض التفاح ملقى حولها.,رأت آنا طعامًا ملقى حولها ولكن لا تفاح.,1
كان فرانسيس يتطلع دائمًا لتعلم كيفية القيادة.,فرانسيس فخور حقًا بإنجازه.,مارست فرانسيس القيادة لكنه فشل في اختباره.,مارست فرانسيس القيادة وحصل على رخصته.,2
كان فرانسيس يتطلع دائمًا لتعلم كيفية القيادة.,يقرر فرانسيس أنه يفضل استخدام وسائل النقل العامة.,فشل فرانسيس في تعلم القيادة.,حصل فرانسيس على رخصته.,1
فرانسيس يتطلع دائمًا إلى تعلم كيفية القيادة.,فرانسيس يقرر أنه يفضل استخدام وسائل النقل العامة.,تعلم أنه يمكن أن يوصله إلى العمل في الوقت المناسب.,تعلم أنه يمكن أن يسبب التلوث على الرغم من ذلك.,2
أرادت ليلي حوض أسماك مثل الذي كان لدى صديقتها.,في اليوم التالي، كان على ليلي استبدال السمك الذي تغذى أكثر من اللازم بشكل قاتل.,أعطت ليلي الكثير من الطعام للسمك.,قالت أم ليلي لها أنها صغيرة جدًا لامتلاك حوض أسماك.,1
أماندا احتاجت إلى عبور المدينة إلى المتجر.,دخلت وهم في طريقهم إلى المتجر!,استدعت أماندا شخصًا غريبًا بشكل عشوائي.,استدعت أماندا سيارة أجرة.,2
كانت واندي على وشك أن تبلغ 30.,عندما وصلت هناك، حفل مفاجئ كان ينتظرها.,قررت أن تذهب إلى المنزل بعد العمل.,كادت أن تقرر أن تذهب إلى المنزل بعد العمل.,1
كان سيلاس شخصًا نسيًا.,مرة واحدة فعلها، لم يعد يعاني من مشاكل في تذكر الأشياء.,نصح سيلاس أن يكتب الأشياء في مذكرة على هاتفه.,نصح سيلاس عمه أن يكتب الأشياء في مذكرة على هاتفه.,1
جاء جدّا هيلين للزيارة.,في صباح اليوم التالي، غادروا.,وصلوا وقضوا الصباح معًا.,وصلوا وقضوا اليوم كاملًا معًا.,2
ذهبت سو إلى التخييم مع بعض الأصدقاء.,على الرغم من أنها قضت وقتًا ممتعًا، إلا أنها لن تذهب للتخييم مرة أخرى.,أثارت جميع الحشرات اهتمام سو إلى حد كبير.,زعجت جميع الحشرات سو إلى حد كبير.,2
ذهبت سو إلى التخييم مع بعض الأصدقاء.,على الرغم من أنها قضت وقتًا ممتعًا، إلا أنها لن تذهب للتخييم مرة أخرى.,تعرضت سو للدغة من العديد من الحشرات.,تعرضت سو للدغة من العديد من أصدقائها.,1
مريم تصنع الشموع.,كانت مريم سعيدة جدا.,كره أصدقاؤها شموعها.,أحب أصدقاؤها شموعها.,2
مريم تصنع الشموع.,كانت مريم سعيدة جدًا.,مريم تحب رائحة الشموع.,مريم سئمت من الشموع.,1
مريم تصنع الشموع.,شعرت مريم بعدم التقدير.,أعطت مريم تينا شمعة وتلقت حضنًا كبيرًا.,أعطت مريم تينا شمعة لكنها لم تحصل على شكر.,2
كان ميكي يشعر بالملل.,ثم، لعبوا لمدة ساعة أخرى.,رفض ميكي أن يلعب لعبة مع أخته.,لعب ميكي لعبة مع أخته.,2
كان ماكس جالسًا في غرفة المعيشة الخاصة به.,أخيرًا، اكتشف طبقًا قديمًا من الطعام تحت الأريكة.,شم ماكس شيئًا مذهلاً.,شم ماكس شيئًا فظيعًا.,2
جاك يحب القيام برحلات في عطلة نهاية الأسبوع مع أصدقائه.,استأجروا سيارة وقضوا وقتًا رائعًا في التزلج.,قرروا القيام برحلة تزلج معًا.,قرروا القيام برحلة شاطئية معًا.,1
جاك يحب القيام برحلات في عطلة نهاية الأسبوع مع أصدقائه.,قرر أنه لا يريد الذهاب للتزلج.,الطقس كان يتوقع المزيد من الثلوج.,الطقس في أقرب منتجع للتزلج كان حارا.,2
كل عام في عيد الميلاد تلقى جون سلة فواكه من والدته.,لاحظت السلة الفارغة وابتسمت.,جون لم يستمتع بالفواكه الطازجة كثيرًا.,هو استمتع دائمًا بالفواكه الطازجة كثيرًا.,2
نزع ميكي الصناديق الثقيلة من شاحنة التوصيل.,توقف ميكي في مساره عندما سمع أصوات فرقعة من خلفه.,عمل ميكي بسرعة في هذا الحي الذي ينتشر فيه الجريمة.,لم يعمل ميكي بسرعة أبدًا في هذا الحي الذي ينتشر فيه الجريمة.,1
كانت توري تشعر أن صديقها كان يخونها.,لا تزال تؤلمها بسبب الانفصال.,انفصلت توري عن صديقها.,لم تنفصل جوري عن صديقها.,1
كانت توري تشعر أن صديقها كان يخونها.,لا تزال تؤلمها من الانفصال.,قررت توري أنها لا تستطيع أن تثق به بعد الآن، وقطعت علاقتهم.,قررت توري أنها لا تستطيع أن تثق به بعد الآن، لكنها استمرت في علاقتهم.,1
كانت لارا تقيم حفل عيد ميلادها.,كانت تينا مستاءة لأنها تأخرت.,لم تدع لارا عدوتها تينا.,دعت لارا صديقتها تينا.,2
كانت لارا تقيم حفل عيد ميلادها.,كانت تينا مستاءة لأنها تأخرت.,تأخرت تينا في المجيء إلى حفل لارا.,كانت تينا مبكرة في المجيء إلى حفل لارا.,1
تخرج جيمي من المدرسة الثانوية، لكن درجاته لم تكن رائعة.,جيمي كسب أموالاً جيدة وكان سعيدًا سرًا لأنه تم رفضه.,جيمي تعرض للرفض من قبل صديقته ولكنه حصل على أخرى.,جيمي تعرض للرفض من الكلية ولكنه حصل على وظيفة.,2
نزل كوري أسفل تلة شديدة الانحدار على لوح طويل.,تم التقاطه من قبل سيارة ونقله إلى المستشفى.,سقط كوري وأصيب.,سقط كوري ولكن لحسن الحظ لم يصب بأذى.,1
نزل كوري أسفل تلة شديدة الانحدار على لوح طويل.,تم التقاطه من قبل سيارة ونقله إلى المستشفى.,وقع كوري في حادث.,ذهب كوري بسرعة كبيرة.,1
اشترى بات مسطرة في متجر لوازم مكتبية.,وجد أن مسطرته الجديدة كانت أقصر قليلاً من القديمة.,بات يحب هذه المسطرة الجديدة حقًا.,بات لا يحب هذه المسطرة الجديدة.,2
