observation_1,observation_2,hypothesis_1,hypothesis_2,label
لم توافق والدة جيريمي على نمطه في الحياة.,جيريمي استمتع بكونه أكثر مسؤولية.,جيريمي حصل على وظيفة وانتقل للخارج.,جيريمي حصل على وظيفة وانتقل للداخل.,1
استمتعت مورغان بالمشي الطويل على الشاطئ.,كان صديقها قلقًا لأنه لم يخطط لطلب يدها أولاً.,يريد صديقها الزواج منها بالتأكيد.,لم يكن صديق مورغان يحب الشاطئ ولكن أفضل صديق لها مايك كان يذهب معها دائمًا.,2
كان الأطفال على الشاطئ.,هم أحبوا القفز فوق الأمواج.,الأطفال أحبوا الأمواج.,لعب الأطفال في الماء.,2
اشترت راشيل سمكة ذهبية لطفلها.,سألها طفلها لماذا فقد سمكها الكثير من الوزن.,بدت السمكة الذهبية وكأنها فقدت وزنها بسرعة كبيرة.,لم يطعم طفلها الكلب.,1
عدت إلى المنزل من العمل يومًا ما.,صنعت قليًا لذيذًا وتناولته.,أردت تجربة شيء جديد مع بقايا الطعام لدي.,كنت جائعًا لذا ذهبت إلى المطبخ وطلبت شيئًا للأكل.,1
يحب تيد أن يوقف سيارته أقرب ما يمكن إلى مبنى مكتبه.,لم ير تيد السيارة متوقفة في مساحتين مرة أخرى.,غسل تيد عن طريق الخطأ سيارة متوقفة في مساحتين.,اصطدم شخص بسيارة تيد.,2
رعدت العاصفة في المسافة البعيدة بينما بدأت المطر تهطل.,ألقى وميض البرق ظلالا مخيفة على الحائط.,كنت أحاول النوم.,خرجت إلى الخارج لمشاهدة العاصفة.,1
كانت إيريكا في عجلة من أمرها في الصباح.,وصلت إلى العمل في الوقت المحدد.,إيريكا تحب أن تتأخر عن العمل.,إيريكا قادت سيارتها بسرعة.,2
كان لدى هيثير أربعة أطفال.,كانت هيثير مستاءة للغاية عندما وقفت ووجدت سروالها مبللًا.,بينما كانت تحمل أحدهم، شعرت بشيء جاف في حضنها.,لعب أطفال هيثير مزحة عليها.,2
إريكا تحب دائمًا أن تلبس ملابس رسمية لأي مناسبة.,إريكا تتمنى أنها لم تكن دائمًا رسمية جدًا.,فساتينها كانت مكلفة للغاية وغير رسمية.,ذهبت إريكا إلى حفل وكان الجميع ينظرون إليها. كان الجميع يرتدون ملابس غير رسمية.,2
كيفن صنع دجاج على الطريقة البيروفية في كشك في مدينة نيويورك.,كيفن حصل لاحقًا على مخالفة قانون صحي واضطر لإغلاق المحل.,كيفن استخدم ألواحًا مختلفة لتقطيع الدجاج والبصل.,كيفن استخدم نفس اللوح لتقطيع الدجاج والبصل.,2
ريكي سقط أثناء المشي في الغابة.,ريكي كان مبللا تماما من السقوط في البركة.,ريك دحرج في البركة.,ريكي سقط في العشب أدناه.,1
ذهبت ليلى في رحلة سفاري في أفريقيا.,ستتذكر ليلى الرحلة لسنوات عديدة قادمة.,رأت ليلى أسودًا و فيلة، وجرت على تناول الكثير من الأطعمة الرهيبة.,استمتعت كثيرًا بالحيوانات والعيش خارج الخيمة.,2
كان لدى جيمس رؤية لمنتج ينقذ الأرواح.,ذهب جيمس إلى السوق بالفكرة على أي حال.,طور جيمس الفكرة مع بعض التعليقات الإيجابية.,لم يستطع جيمس العثور على طريقة لجعلها رخيصة.,2
كنت أسير في الحديقة.,اضطررت إلى رمي حذائي.,لم أكن حذرًا وخطوت في براز كلب.,خطوت في كومة من الطين واكتشفت أن لدي ثقبًا في قميصي.,1
اشترى كارل سجادة جديدة.,عندما حصل على واحدة جديدة لم يقرب الكلب منها لفترة من الوقت.,كان كارل خائفًا من أن يسرق كلبه السجادة.,تبول كلب كارل على الفور عليها.,2
كان ريمي دائمًا جيدًا في لعب كرة القدم.,كان ريمي مندهشًا عندما مُنح كلاهما المنحة الدراسية.,كانت أختها أفضل من ريمي.,كان لريمي منافس يلعب بنفس جودتها.,2
أراد ريان أن يعامل أصدقائه.,الجميع أحب ذلك.,دعا ريان أقرب أصدقائه إلى المطعم وعاملهم على الغداء.,أخذهم ريان إلى مطعمه المفضل على العشاء.,2
قرر بيلي جمع الحشرات.,قرر بيلي أنه يستمتع بهوايته الجديدة.,وجد بيلي الكثير من الحشرات.,هي الأفضل.,1
أحب ليه اليراعات.,لذلك، أعجبت بهم من نافذتها بدلاً من ذلك.,لم تستطع ليه مشاهدة اليراعات بالخارج.,كانت تريد واحدة كحيوان أليف، وظنت أن ذلك سيكون ممتعًا.,1
ذهب تيم في موعد.,عشقت ليزلي الموعد.,أخذ تيم ليزلي في رحلة صيد دب رومانسية.,ذهب تيم إلى السينما مع ليزلي.,2
أرادت إيما تعلم كيفية الخياطة.,الآن يمكن لإيما صنع خزانة ملابس كاملة.,ذهبت إيما إلى دروس الخياطة.,أخذت إيما بعض الملابس وكانت جيدة فيها.,1
قرر بوب أن يذهب لمشي في غابات إندونيسيا.,كان بوب دائمًا متهورًا.,قرر بوب أن يعود عندما أدرك أنه لم يكن مجهزًا بشكل صحيح للمشي.,نسي بوب أن يجلب قارورة ماء ومات من الجفاف.,2
كان سام وزوجته مشغولين بالتعبئة لرحلتهم.,أراد سام الابتعاد عن زوجته في أقرب وقت ممكن.,زوجة سام كانت تتغازل مع رجال آخرين في الرحلة.,كانت تصبح غاضبة لأنه كان قد حزم حقيبته بالطريقة التي أخبرته بها.,1
كنا نقود السيارة عبر جبال بلو ريدج في أوائل الربيع.,في صباح اليوم التالي، أخبرنا الحارس أن دبًا قد شوهد.,واصلنا القيادة دون توقف حتى وصلنا.,توقفنا وقررنا التخييم في منطقة راحة لأننا كنا متعبين من القيادة.,2
كانت آنا تصنع أطلسًا عالميًا.,ثم قامت آنا بتلوين أطلسها.,رسمت آنا عالمها بكرات القطن.,رسمت آنا أطلسها العالمي.,2
ليزلي هي رئيسي وهي جيدة جدًا في عملها.,يجب أن أستمع إليها أكثر لأنها عزتني مرتين.,ليزلي تعاملني كما لو أنها لا تحبني.,ليزلي تعاملني باحترام.,2
تشارلي ترك قرد المحشو الذي يحبه على الحافلة المدرسية.,بعد البحث عنه بعناية، وجد القرد الضائع!,تشارلي عاد للبحث في الحافلة.,تشارلي بحث لمدة بضع دقائق.,1
وضعت رفيقاتي شجرة عيد الميلاد هذا العام.,هذه هي الحياة مع وجود قطة.,سرعان ما كان على رفيقاتي نزع الشجرة.,استمتعت القطة بالزينة والشريط النوراني ونامت تحت الشجرة.,1
ذهب جو إلى الكلية للفنون.,جو كره البيتزا.,"بسبب تراثه الإيطالي، أطلق الناس عليه اسم ""بيتزا جو"".",وكره الفنون.,1
استيقظ جيسون متأخرًا في صباح يوم ما.,جيسون أقسم أنه لن يرتكب تلك الخطأ مرة أخرى!,جيسون اجتاز امتحانه بنجاح واحتفله أستاذه.,فات جيسون القطار للذهاب إلى المكتب.,2
كنت في فريق المسار والميدان في المدرسة الثانوية.,في النهاية، فقدت كل طاقتي وحصلت على المركز الخامس.,تدربت كثيرًا لمباراة.,لم أتدرب كثيرًا.,1
دعوت صديقيّن رجالين إلى منزلي لإصلاح سيارتي.,كنت صدمت جدا، لقد طردتهم على الفور.,كانوا يقبّلون عندما عدت إلى الخارج.,لم يعرف كلاهما كيفية إصلاحها.,1
وانطلق ساندي وبوب لكسر رقم قياسي عالمي.,غضب ساندي لأنهم قاموا بكل هذا العمل من دون مقابل.,لقد اقتربوا من تحطيمه ولكنهم فشلوا بفارق 2 ثانية.,حاول ساندي وبوب بناء أكبر سلم في العالم، لكن لم يكن لديهم متسع من الوقت.,1
كايلي أحببت الرسم.,وإلى مفاجأتها الكبيرة، فازت بالمركز الأول!,دخلت كايلي لوحتها في مسابقة.,قررت كايلي المشاركة في مسابقة الغناء.,1
