observation_1,observation_2,hypothesis_1,hypothesis_2,label
يحب تيد أن يوقف سيارته أقرب ما يمكن إلى مبنى مكتبه.,لم ير تيد السيارة متوقفة في مساحتين مرة أخرى.,اصطدم شخص بسيارة تيد.,غسل تيد عن طريق الخطأ سيارة متوقفة في مساحتين.,1
رعدت العاصفة في المسافة البعيدة بينما بدأت المطر تهطل.,ألقى وميض البرق ظلالا مخيفة على الحائط.,خرجت إلى الخارج لمشاهدة العاصفة.,كنت أحاول النوم.,2
كانت إيريكا في عجلة من أمرها في الصباح.,وصلت إلى العمل في الوقت المحدد.,إيريكا قادت سيارتها بسرعة.,إيريكا تحب أن تتأخر عن العمل.,1
كان لدى هيثير أربعة أطفال.,كانت هيثير مستاءة للغاية عندما وقفت ووجدت سروالها مبللًا.,لعب أطفال هيثير مزحة عليها.,بينما كانت تحمل أحدهم، شعرت بشيء جاف في حضنها.,1
إريكا تحب دائمًا أن تلبس ملابس رسمية لأي مناسبة.,إريكا تتمنى أنها لم تكن دائمًا رسمية جدًا.,ذهبت إريكا إلى حفل وكان الجميع ينظرون إليها. كان الجميع يرتدون ملابس غير رسمية.,فساتينها كانت مكلفة للغاية وغير رسمية.,1
كيفن صنع دجاج على الطريقة البيروفية في كشك في مدينة نيويورك.,كيفن حصل لاحقًا على مخالفة قانون صحي واضطر لإغلاق المحل.,كيفن استخدم نفس اللوح لتقطيع الدجاج والبصل.,كيفن استخدم ألواحًا مختلفة لتقطيع الدجاج والبصل.,1
ريكي سقط أثناء المشي في الغابة.,ريكي كان مبللا تماما من السقوط في البركة.,ريكي سقط في العشب أدناه.,ريك دحرج في البركة.,2
ذهبت ليلى في رحلة سفاري في أفريقيا.,ستتذكر ليلى الرحلة لسنوات عديدة قادمة.,استمتعت كثيرًا بالحيوانات والعيش خارج الخيمة.,رأت ليلى أسودًا و فيلة، وجرت على تناول الكثير من الأطعمة الرهيبة.,1
كان لدى جيمس رؤية لمنتج ينقذ الأرواح.,ذهب جيمس إلى السوق بالفكرة على أي حال.,لم يستطع جيمس العثور على طريقة لجعلها رخيصة.,طور جيمس الفكرة مع بعض التعليقات الإيجابية.,1
كنت أسير في الحديقة.,اضطررت إلى رمي حذائي.,خطوت في كومة من الطين واكتشفت أن لدي ثقبًا في قميصي.,لم أكن حذرًا وخطوت في براز كلب.,2
اشترى كارل سجادة جديدة.,عندما حصل على واحدة جديدة لم يقرب الكلب منها لفترة من الوقت.,تبول كلب كارل على الفور عليها.,كان كارل خائفًا من أن يسرق كلبه السجادة.,1
كان ريمي دائمًا جيدًا في لعب كرة القدم.,كان ريمي مندهشًا عندما مُنح كلاهما المنحة الدراسية.,كان لريمي منافس يلعب بنفس جودتها.,كانت أختها أفضل من ريمي.,1
أراد ريان أن يعامل أصدقائه.,الجميع أحب ذلك.,أخذهم ريان إلى مطعمه المفضل على العشاء.,دعا ريان أقرب أصدقائه إلى المطعم وعاملهم على الغداء.,1
قرر بيلي جمع الحشرات.,قرر بيلي أنه يستمتع بهوايته الجديدة.,هي الأفضل.,وجد بيلي الكثير من الحشرات.,2
أحب ليه اليراعات.,لذلك، أعجبت بهم من نافذتها بدلاً من ذلك.,كانت تريد واحدة كحيوان أليف، وظنت أن ذلك سيكون ممتعًا.,لم تستطع ليه مشاهدة اليراعات بالخارج.,2
ذهب تيم في موعد.,عشقت ليزلي الموعد.,ذهب تيم إلى السينما مع ليزلي.,أخذ تيم ليزلي في رحلة صيد دب رومانسية.,1
أرادت إيما تعلم كيفية الخياطة.,الآن يمكن لإيما صنع خزانة ملابس كاملة.,أخذت إيما بعض الملابس وكانت جيدة فيها.,ذهبت إيما إلى دروس الخياطة.,2
قرر بوب أن يذهب لمشي في غابات إندونيسيا.,كان بوب دائمًا متهورًا.,نسي بوب أن يجلب قارورة ماء ومات من الجفاف.,قرر بوب أن يعود عندما أدرك أنه لم يكن مجهزًا بشكل صحيح للمشي.,1
كان سام وزوجته مشغولين بالتعبئة لرحلتهم.,أراد سام الابتعاد عن زوجته في أقرب وقت ممكن.,كانت تصبح غاضبة لأنه كان قد حزم حقيبته بالطريقة التي أخبرته بها.,زوجة سام كانت تتغازل مع رجال آخرين في الرحلة.,2
كنا نقود السيارة عبر جبال بلو ريدج في أوائل الربيع.,في صباح اليوم التالي، أخبرنا الحارس أن دبًا قد شوهد.,توقفنا وقررنا التخييم في منطقة راحة لأننا كنا متعبين من القيادة.,واصلنا القيادة دون توقف حتى وصلنا.,1
كانت آنا تصنع أطلسًا عالميًا.,ثم قامت آنا بتلوين أطلسها.,رسمت آنا أطلسها العالمي.,رسمت آنا عالمها بكرات القطن.,1
ليزلي هي رئيسي وهي جيدة جدًا في عملها.,يجب أن أستمع إليها أكثر لأنها عزتني مرتين.,ليزلي تعاملني باحترام.,ليزلي تعاملني كما لو أنها لا تحبني.,1
تشارلي ترك قرد المحشو الذي يحبه على الحافلة المدرسية.,بعد البحث عنه بعناية، وجد القرد الضائع!,تشارلي بحث لمدة بضع دقائق.,تشارلي عاد للبحث في الحافلة.,2
وضعت رفيقاتي شجرة عيد الميلاد هذا العام.,هذه هي الحياة مع وجود قطة.,استمتعت القطة بالزينة والشريط النوراني ونامت تحت الشجرة.,سرعان ما كان على رفيقاتي نزع الشجرة.,2
ذهب جو إلى الكلية للفنون.,جو كره البيتزا.,وكره الفنون.,"بسبب تراثه الإيطالي، أطلق الناس عليه اسم ""بيتزا جو"".",2
استيقظ جيسون متأخرًا في صباح يوم ما.,جيسون أقسم أنه لن يرتكب تلك الخطأ مرة أخرى!,فات جيسون القطار للذهاب إلى المكتب.,جيسون اجتاز امتحانه بنجاح واحتفله أستاذه.,1
كنت في فريق المسار والميدان في المدرسة الثانوية.,في النهاية، فقدت كل طاقتي وحصلت على المركز الخامس.,لم أتدرب كثيرًا.,تدربت كثيرًا لمباراة.,2
دعوت صديقيّن رجالين إلى منزلي لإصلاح سيارتي.,كنت صدمت جدا، لقد طردتهم على الفور.,لم يعرف كلاهما كيفية إصلاحها.,كانوا يقبّلون عندما عدت إلى الخارج.,2
وانطلق ساندي وبوب لكسر رقم قياسي عالمي.,غضب ساندي لأنهم قاموا بكل هذا العمل من دون مقابل.,حاول ساندي وبوب بناء أكبر سلم في العالم، لكن لم يكن لديهم متسع من الوقت.,لقد اقتربوا من تحطيمه ولكنهم فشلوا بفارق 2 ثانية.,2
كايلي أحببت الرسم.,وإلى مفاجأتها الكبيرة، فازت بالمركز الأول!,قررت كايلي المشاركة في مسابقة الغناء.,دخلت كايلي لوحتها في مسابقة.,2
كرهت العناية بالشعر.,اضطررت إلى قص شعري.,لأنها صعبة الصيانة.,خطأت في جانب سيارتي الأيمن.,1
انتقلت مارشا للتو إلى منزل مع زوجها.,مارشا كانت مدمرة.,قالت مارشا للمالك أنها لن تكون قادرة على الاحتفاظ بكلبها.,كان لدى زوجها إجهاض بسبب التوتر.,1
حصل تيم على وظيفة صيفية في مزرعة.,كما حصل على تان عميق وغامق!,حصل تيم على أموال جيدة لرسومه الدراسية.,كان لديه فرصة للمقامرة.,1
أرادت بيكي تحسين مهاراتها في الطبخ لذا سجلت في فصل.,وافق صديقها على ذلك أيضًا.,كرهت بيكي فصلها الأول وطلبت من صديقها الانضمام.,لم تكن بيكي قد طبخت طعامًا جيدًا.,2
قرأت Crowd البعيد عن الازدحام المادّ في عام 2006.,ابني يقوم بتحويله إلى mp3.,كرهت Crowd البعيد عن الازدحام المادّ كثيرًا، لقد أخبرت ابني عن ذلك.,جون، قرر ابني أن يقرأ الكتاب.,2
كانت كورنيليا تحب دائمًا العمل بيديها.,تستخدم كورنيليا  ذلك كطاولة ليلية في غرفتها.,قررت كورنيليا صنع بطانية من بقايا الخيوط في مرآبها.,أعادت كورنيليا بناء طاولة قديمة مكسورة.,2
