observation_1,observation_2,hypothesis_1,hypothesis_2,label
ذهب جون في رحلة تخييم مع شقيقه مارك.,في تلك اللحظة، دخل الظربان مباشرة إلى خيمتهم.,في موقع التخييم، قام الإخوة بتفريغ سيارتهم، ونصبوا الخيمة، وقاموا بإخراج أكياس النوم.,أقام جون ومارك خيمتهما في المنزل.,1
تعطلت سيارة بول بعد وقت قصير من مغادرة الممر.,ثم أدرك بول أن محاولة الإصلاح بنفسك قد تكون مكلفة.,قرر بول الحصول على ميكانيكي بدلاً من إصلاحه بنفسه.,لقد انهار إصلاح بول بالكامل.,2
أوسكار لم يرتب سريره أبدًا.,صرخت عليه.,غرفته كانت فوضوية ورأى والده ذلك.,طلبت والدة أوسكار منه أن يرتب سريره كل يوم.,2
كانت كايلا تحاول التوصل إلى أسماء لطفلها.,الآن أصبح لدى كايلا اسم طفل يحبه كلاهما.,كان زوج كايلا يكره كل الأسماء التي ذكرتها.,ذهبت كايلا إلى مدرسة التسمية.,1
ذهبت أنا وأصدقائي إلى Six Flags في نهاية الأسبوع الماضي.,لقد أقسمت أنني لن أفعل ذلك مرة أخرى.,لقد تقيأت على السفينة الدوارة.,لقد ركبت قطار الملاهي مرارا وتكرارا.,1
أعجبت جين بموسيقى فرقة The Doors.,أدركت جين أن الأمر كان صعبًا، لكنها استمرت في العمل مع وضع أصنامها في الاعتبار.,قررت جين أنها تريد التدرب على العزف على الجيتار مثل هندريكس.,أرادت جين أن تصبح موسيقية أيضًا.,2
كان هنري يسرع للوصول إلى العمل في أحد الصباحات.,لقد سلم هنري تذكرة للسرعة!,لقد تم إيقافه.,عثرت الشرطة عليه وهو يقود بسرعة أقل من الحد الأقصى للسرعة.,1
ذهب سام في رحلة في شنغهاي مع عائلته.,وافق الرجل، ثم مزق الدولار أمام عينيه.,سام لم يغير عملة المال.,حاول أن يدفع للسائق بالعملات الفضية.,1
رنّت المطرقة في أرجاء الغرفة بعد النطق بالحكم.,استطعت أن أشعر بشعيرات الحبل الحادة وهي تشتد حول رقبتي.,كان حكمًا مؤبدًا دون إفراج مشروط. لا أعرف إن كنت سأقبل السجن المؤبد.,لقد حكم علي بالسجن لمدة خمس سنوات بسبب جرائمي.,1
كان النهر مليئا بالناس الذين ينزلون على قوارب مطاطية داخلية.,نظر الرجل حوله وتساءل عن المدة التي ظل نائماً فيها.,نام رجل في طوفه.,استيقظ الرجل على طوفه.,1
تذهب باولا في موعد عشاء.,تنتظر باولا للحصول على رقم النادل.,تشعر باولا بالانجذاب إلى النادل أكثر من موعدها.,إنها لا تحب موعدها ولا النادل.,1
أدرك بول أنه أصبح أقل صحة في شيخوخته.,كان سعيدًا جدًا لأنه اتبع أسلوب حياة أكثر صحة.,انضم إلى مكتبة وتحدث إلى أخصائي التغذية.,انضم إلى صالة الألعاب الرياضية وتحدث إلى أخصائي التغذية.,2
وكان مارتن رجلاً ودودًا.,جففت عينيها، ابتسمت، ولوحت بيدها.,لوح مارتن للفتاة الحزينة التي كانت تسير بجانبه.,التقى مارتن بفتاة تبكي. أعطته حلوى.,1
كانت كيلي سعيدة بالحصول على هاتفها الجديد.,اشترى كيلي هاتفًا جديدًا.,لم يعجبها بعد أن أحضرتها إلى المنزل.,لقد أحبته عندما أحضرته إلى المنزل.,1
جلست ميا في منزلها في غرفة المعيشة تشاهد الرياضة.,هتفت ميا بصوت عالٍ واعتقدت أنها ساعدت في تسجيل هذا الهدف.,حبس ميا أنفاسها بينما كان فريقها على وشك التسجيل، حتى لا تجلب له الحظ السيئ.,فجأة انقطعت الكهرباء أثناء أكبر مسرحية!,1
تحب ماري إطعام الحمام على سطح منزلها.,عادت ماري إلى الطابق السفلي وهي تأمل أن يعود الحمام.,صعدت مريم إلى السطح لتنثر بعض البذور.,لكن الصعود إلى هناك جعلهم يقتربون أكثر.,1
سالي تقود سيارتها كل يوم للذهاب إلى العمل.,لحسن الحظ أنها توقفت في الوقت المناسب، لكنها كادت أن تصطدم بالقط.,ضغطت سالي على دواسة البنزين عندما عبرت قطة صغيرة من الأمام.,لم تتمكن سالي تقريبًا من التوقف عندما ضغطت على الفرامل.,2
كان هيرمان يشعر بالملل من القهوة التي يشتريها من المتجر.,استمر في التحسن، ومع مرور الوقت أصبح يصنع قهوة رائعة.,قرر هيرمان طحن حبوب القهوة بنفسه.,قرر هيرمان زيارة مقهى يوميًا.,1
قرر فريد العودة إلى المنزل من المدرسة في أحد الأيام.,لحسن الحظ، التقى بزميل له في الفصل الذي دعاه للدخول.,بدأ هطول المطر.,لقد كان الجو مشمسا في الخارج.,1
لقد انكسر الحديد الخاص بي أمس.,لحسن الحظ أنني حصلت على واحدة جديدة.,لقد حاولت إصلاحه بنفسي.,لم أعد بحاجة إلى مكواة لكي أبدو بمظهر جيد أثناء العمل.,1
كان الدب يتجول في الغابة.,راضيًا بالصيد والسمك، عاد إلى منزله لينام.,وكان الدب يبحث عن مأوى وتوجه إلى الجبال.,لقد اصطاد الدب بعض الأسماك وأكلها.,2
كانت أليس بحاجة إلى جهاز كمبيوتر جديد.,كانت أليس مستاءة من مغادرة المتجر دون جهاز كمبيوتر جديد.,لم تتمكن أليس من العثور على جهاز كمبيوتر بسعر جيد.,بحثت أليس في متجر الكمبيوتر عن جهاز كمبيوتر معطل.,1
كانت آنا بحاجة إلى البنزين في سيارتها.,ملأت آنا خزانها في الحجز!,قررت آنا أن تذهب إلى متجر البقالة المحلي.,كان الغاز أرخص عند الحجز.,2
عادت ماي إلى المنزل ورأت مزهرية الزهور الخاصة بها مكسورة.,لم يصدقه ماي لكنه أقسم أن الأمر لم يكن خطؤه.,اتهمت ماي زميلتها في السكن بكسر المزهرية.,ألقت ماي اللوم على صديقها.,2
وكان سام يعمل في الحديقة.,لقد اشترى لها حوضًا زجاجيًا واحتفظ بها كحيوان أليف منذ ذلك الحين.,وجد سام قطة في الحديقة.,سام وجد ضفدعًا.,2
تحدثت لين مع تلعثم.,في بضعة أشهر، اختفى تماما!,لقد بحث لين عن العلاج وساعده ذلك.,قررت لين الحصول على دروس في التمثيل.,1
كان دان وستان يلعبان لعبة الغولف المصغرة ضد بعضهما البعض.,ركز ستان على ضربته الأخيرة وحصل على حفرة واحدة.,كان في الصدارة.,ستان لم يكن في المقدمة.,1
لقد سئم ديريك من دين.,لم يتحدث دين معه مرة أخرى.,صرخ ديريك على دين.,أجرى ديريك محادثة مع دين.,1
لقد تم معاقبة بوب بسبب حصوله على درجات سيئة في المدرسة.,تمكن بوب من العودة إلى غرفته دون أن يلاحظه والداه.,تسلل بوب خارج غرفته.,كان بوب يتعرض للصراخ عندما كان والداه مشتتين، لذلك هرب.,1
قرر توم الذهاب في نزهة على الأقدام.,تمكن توم من إنهاء رحلته.,غادر توم في وقت مبكر من الليل حتى يكون لديه ما يكفي من الظلام.,أوقف حارس الحديقة توم وحذره من وجود طفل صغير.,2
ذهب جو إلى المتجر لشراء بعض أطباق العشاء.,لقد ابتعد جو ولم يخبر أحدا.,قام جو بإسقاط بعض الأطباق وكسرها.,كاد أن يكسر الأطباق التي كان ينوي شراءها.,1
وضعت الوردة البلاستيكية السوداء في مزهرية مع الماء.,بعد بضعة أسابيع ماتت الزهرة.,استبدلتها بوردة حقيقية.,اتضح أن هذه كانت في الواقع وردة حمراء، لكنني لم أعرف ذلك لفترة من الوقت.,1
قرر بوب وديف الذهاب للتخييم في عطلة نهاية الأسبوع.,ضحك ديف وأخبر بوب أنه كان على حق بشأن الرحلة.,أظهر بوب لديف جميع لوازم التخييم التي اشتراها مسبقًا.,أخبر بوب في وقت جيد أنهم سيحصلون على ديف.,1
خدش الجرو الباب.,بدا الجرو سعيدًا جدًا وهو يركض في الفناء.,وكان الجرو باردًا جدًا.,ولكن لا أحد يهدد الجرو.,2
