input,golds,options,preds,probs
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: اجاد المصريين استغلال الظروف الدولية فى مواجهة الحملة الفرنسية والدليل على ذلك ................
أ- مقاومة اهالى الاسكندرية
ب- ثورة القاهرة الثانية
ج- معركة ابوقير البحرية
د- ثورة القاهرة الاولى

إجابة: ",1,"['أ- مقاومة اهالى الاسكندرية', 'ب- ثورة القاهرة الثانية', 'ج- معركة ابوقير البحرية', 'د- ثورة القاهرة الاولى']",د,[0.01071426 0.12309549 0.20616956 0.6600207 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: نجح ........... فى توجيه الضربة القاضية لكليبر
أ- العثمانين
ب- الانجليز
ج- الازهر
د- المماليك

إجابة: ",2,"['أ- العثمانين', 'ب- الانجليز', 'ج- الازهر', 'د- المماليك']",د,[0.02638474 0.1770648  0.38663632 0.40991408]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تجددت الميول الاستعمارية للحملة الفرنسية بتولى ........ قيادتها
أ- كليبر
ب- نابليون
ج- لويس السادس عشر
د- مينو

إجابة: ",3,"['أ- كليبر', 'ب- نابليون', 'ج- لويس السادس عشر', 'د- مينو']",ب,[0.02312044 0.40084034 0.17568558 0.40035364]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: نجحت الحملة الفرنسية فى اقناع المماليك والعثمانيين فى ارجاء خلافتهم والدليل على ذلك ..............
أ- معركة شبراخيت
ب- معركة ابوقير البرية 1799
ج- معركة ابوقير فبراير 1801
د- معركة ابوقير البحرية 1798

إجابة: ",2,"['أ- معركة شبراخيت', 'ب- معركة ابوقير البرية 1799', 'ج- معركة ابوقير فبراير 1801', 'د- معركة ابوقير البحرية 1798']",د,[0.00821218 0.15543078 0.34438443 0.49197266]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كان وقوف الدول الاوروبية ضد الثورة الفرنسية بسبب .......
أ- الخوف من الجيش الفرنسى
ب- الخوف على شعوبهم من التخريب
ج- الخوف على مكانة الفقراء والطبقة الوسطى
د- الخوف من تسرب المبادىء الليبرالية

إجابة: ",3,"['أ- الخوف من الجيش الفرنسى', 'ب- الخوف على شعوبهم من التخريب', 'ج- الخوف على مكانة الفقراء والطبقة الوسطى', 'د- الخوف من تسرب المبادىء الليبرالية']",ج,[0.02220562 0.21245411 0.4546775  0.3106628 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: اصدر المجمع العلمى فى مصر جريدتين فرنسيتين احداهما سياسية والاخرى ..............
أ- علمية اقتصادية
ب- ثقافية اجتماعية
ج- علمية ادبية
د- عسكرية اقتصادية

إجابة: ",0,"['أ- علمية اقتصادية', 'ب- ثقافية اجتماعية', 'ج- علمية ادبية', 'د- عسكرية اقتصادية']",د,[0.05593357 0.33431792 0.19178809 0.4179604 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ادرك كليبر استحالة بقاء الحملة الفرنسية لأسباب ......
أ- سياسية واجتماعية
ب- سياسية وثقافية
ج- سياسية وعسكرية
د- اقتصادية واجتماعية

إجابة: ",2,"['أ- سياسية واجتماعية', 'ب- سياسية وثقافية', 'ج- سياسية وعسكرية', 'د- اقتصادية واجتماعية']",ج,[0.03452709 0.3398069  0.47505793 0.15060805]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: ظهرت اهمية الطبيعة الجغرافية فى مواجهة الحملة الفرنسية لـ .....
أ- مقاومة اهالى الاسكندرية
ب- موقعة شبراخيت
ج- مقاومة اهالى الصعيد
د- مقاومة اهالى الشام

إجابة: ",2,"['أ- مقاومة اهالى الاسكندرية', 'ب- موقعة شبراخيت', 'ج- مقاومة اهالى الصعيد', 'د- مقاومة اهالى الشام']",د,[0.00745261 0.14950682 0.29002696 0.5530136 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: حدث تناقض بين مبادىء الثورة الفرنسية وقيام فرنسا بـ .......
أ- دخولها فى حروب مع اوروبا
ب- محاولة ضرب مستعمرات انجلترا فى الشرق
ج- غزوها لمصر
د- اعدام الملك لويس الـ16

إجابة: ",2,"['أ- دخولها فى حروب مع اوروبا', 'ب- محاولة ضرب مستعمرات انجلترا فى الشرق', 'ج- غزوها لمصر', 'د- اعدام الملك لويس الـ16']",د,[0.02837713 0.1429156  0.21746768 0.61123955]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: من اسباب الحملة الفرنسية على مصر اقامة مستعمرة فرنسية فى الشرق كنتيجة لـ .......
أ- قيام الثورة الصناعية
ب- قيام النظام الجمهورى
ج- حركة الكشوف الجغرافية
د- قيام الثورة الفرنسية

إجابة: ",0,"['أ- قيام الثورة الصناعية', 'ب- قيام النظام الجمهورى', 'ج- حركة الكشوف الجغرافية', 'د- قيام الثورة الفرنسية']",د,[0.00914306 0.18377917 0.3910353  0.41604257]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: من خلال دراستك استنتج : نجحت الثورة الفرنسية فى تحقيق اهدافها السياسية بعد مرور ...... اعوام
أ- 4
ب- 9
ج- 10
د- 3

إجابة: ",1,"['أ- 4', 'ب- 9', 'ج- 10', 'د- 3']",ب,[0.02367001 0.49349886 0.2087363  0.2740949 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: مازال نظام طوائف الحرف قائمآ حتى الآن فى المجتمع المصرى وذلك من خلال وجود ......
أ- المنظمات الحقوقية
ب- منظمات المجتمع المدنى
ج- النقابات المهنية
د- التنظيمات السياسية

إجابة: ",2,"['أ- المنظمات الحقوقية', 'ب- منظمات المجتمع المدنى', 'ج- النقابات المهنية', 'د- التنظيمات السياسية']",د,[0.00522901 0.17586191 0.1791874  0.6397217 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: فى القرن الـ17 مثلت مصر جزءآ من الصراع بين فرنسا وانجلترا
أ- الاجابة خاطئة
ب- الاجابة صحيحة

إجابة: ",0,"['أ- الاجابة خاطئة', 'ب- الاجابة صحيحة']",ب,[0.12894605 0.87105393]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: تحولت تجارة مصر الخارجية فى العهد العثمانى من نطاق العالمية للنطاق الاقليمى نتيجة لـ ...................
أ- سوء حالة الزراعة والصناعة
ب- ضعف نظام الحكم العثمانى
ج- سوء احوال مصر السياسية
د- حركة الكشوف الجغرافية

إجابة: ",3,"['أ- سوء حالة الزراعة والصناعة', 'ب- ضعف نظام الحكم العثمانى', 'ج- سوء احوال مصر السياسية', 'د- حركة الكشوف الجغرافية']",د,[0.00652598 0.16778679 0.13765773 0.68802947]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: اتسم الوضع داخل فرنسا قبل قيام الثورة الفرنسية بالفساد
أ- الاجابة صحيحة
ب- الاجابة خاطئة

إجابة: ",0,"['أ- الاجابة صحيحة', 'ب- الاجابة خاطئة']",ب,[0.17941344 0.82058656]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: القيمة المستخلصة من موقف السلطان العثمانى من حركة على بك الكبير هو التعايش مع الاخر
أ- صح
ب- خطأ

إجابة: ",1,"['أ- صح', 'ب- خطأ']",ب,[0.41169143 0.5883086 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كان الفرق واضحآ عند مجىء الحملة الفرنسية مصر فى الشريحه ............
أ- العليا
ب- الوسطى
ج- العبيد
د- الدنيا

إجابة: ",1,"['أ- العليا', 'ب- الوسطى', 'ج- العبيد', 'د- الدنيا']",ب,[0.06866267 0.58036846 0.17535883 0.17561004]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: الدروس المستفاده من انشاء نابليون فكرة الدواوين يهدف إلى ارساء قيمة ........
أ- الوفاء
ب- المشاركة
ج- التعاون
د- المحبة

إجابة: ",1,"['أ- الوفاء', 'ب- المشاركة', 'ج- التعاون', 'د- المحبة']",ج,[0.00865935 0.19503498 0.45783448 0.3384712 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: انشأ مينو محكمة لكل طائفة ليرسى قيمة .............
أ- التواصل
ب- المساواه
ج- المشاركة
د- التعاون

إجابة: ",1,"['أ- التواصل', 'ب- المساواه', 'ج- المشاركة', 'د- التعاون']",د,[0.00611018 0.17855155 0.2834629  0.5318753 ]
"هذا سؤال في التاريخ للمرحلة الثانوية في مصر. اختر الإجابة الصحيحة!

سؤال: كان الوالى العثمانى فى مصر يمثل سلطه ...................
أ- تنفيذية
ب- قضائية
ج- رقابية
د- تشريعية

إجابة: ",0,"['أ- تنفيذية', 'ب- قضائية', 'ج- رقابية', 'د- تشريعية']",د,[0.01528602 0.34971172 0.21178892 0.42321336]
