obs1,obs2,hyp1,hyp2,gold_label_original,gold_label_letter,predicted_label_letter,is_correct,llm_raw_response
يحب تيد أن يوقف سيارته بالقرب من مبنى مكتبه قدر الإمكان.,لم ير تيد السيارة المتوقفة في مساحتين مرة أخرى.,غسل تيد عن طريق الخطأ سيارة متوقفة في مساحتين.,صدم أحدهم سيارة تيد.,2,ب,ب,True,ب
أزّ الرعد في المسافة مع بدء هطول المطر.,ألقت ومضة البرق ظلالًا شبحية على الحائط.,كنت أحاول النوم.,ذهبت إلى الخارج لمشاهدة العاصفة.,1,أ,ب,False,ب
كانت إريكا في عجلة من أمرها في الصباح.,وصلت إلى العمل في الوقت المحدد.,كانت إريكا تحب أن تتأخر عن العمل.,كانت إريكا تقود سيارتها بسرعة.,2,ب,ب,True,ب
هدر كانت لديها أربعة أطفال.,شعرت هدر بالخجل عندما وقفت ووجدت سروالها مبللاً.,بينما كانت تحمل أحدهم، شعرت بشيء جاف في حجرها.,أطفال هدر لعبوا بها مقلبًا.,2,ب,ب,True,ب
كانت إريكا دائمًا تحب أن تلبس بشكل رسمي في أي مناسبة.,كانت إريكا تتمنى لو أنها لم تكن رسمية للغاية دائمًا.,كانت فساتينها باهظة الثمن وغير رسمية.,ذهبت إريكا إلى حفلة وتم التحديق فيها. كان الجميع يرتدون ملابس غير رسمية.,2,ب,ب,True,ب
صنع كيفن دجاج على الطريقة البيروفية في عربة في مدينة نيويورك.,مُنح كيفن فيما بعد مخالفة لقانون الصحة واضطر إلى إغلاق متجره.,استخدم كيفن لوحات مختلفة لتقطيع الدجاج والبصل.,استخدم كيفن نفس اللوح لتقطيع الدجاج والبصل.,2,ب,ب,True,ب
ريكي سقط أثناء التنزه في الغابة.,كان ريكي مبللاً من رأسة إلى أخمص قدميه من السقوط في البركة.,ريك تدحرج إلى بركة.,سقط ريكي في العشب بالأسفل.,1,أ,ب,False,ب
ذهبت ليلى في رحلة سفاري في إفريقيا.,ستتذكر ليلى رحلة السفاري لسنوات عديدة قادمة.,رأت ليلى الأسود والفيلة، وجربت الكثير من الأطعمة الرهيبة.,استمتعت كثيرًا بالحيوانات والعيش خارج الخيمة.,2,ب,ب,True,ب
كان لجيمس رؤية لمنتج لإنقاذ الأرواح.,ذهب جيمس إلى السوق مع الفكرة على أي حال.,طور جيمس ذلك مع بعض ردود الفعل الإيجابية.,لم يستطع جيمس العثور على طريقة لجعله رخيصًا.,2,ب,ب,True,ب
كنت أمشي في الحديقة.,كان عليّ أن أرمي حذائي بعيدًا.,لم أكن حذرًا وخطوت في براز الكلب.,خطوت في كومة من الطين واكتشفت أن لدي ثقب في قمصتي.,1,أ,ب,False,ب
اشترى كارل سجادة جديدة.,عندما حصل على واحدة جديدة ، لم يسمح للكلب بالاقتراب منها لفترة من الوقت.,كان كارل خائفًا من أن يسرق كلبُه السجادة.,تبول كلب كارل عليها على الفور.,2,ب,ب,True,ب
كان ريمي دائمًا جيدًا في لعب كرة القدم.,اندهش ريمي عندما حصل كلاهما على المنحة الدراسية.,كانت أختها أفضل حتى من ريمي.,كان لريمي منافس يلعب بقدر ما تلعب هي.,2,ب,ب,True,ب
أراد ريان أن يُعامِل أصدقائه.,الجميع أحب ذلك.,دعا ريان أصدقائه المقربين إلى المطعم وعاملهم على الغداء.,أخذهم ريان إلى مطعمه المفضل لتناول العشاء.,2,ب,ب,True,ب
قرر بيلي جمع الحشرات.,قرر بيلي أنه يستمتع بهوايته الجديدة.,وجد بيلي الكثير من الحشرات.,هي الأفضل.,1,أ,ب,False,ب
ليا أحبت اليراعات.,لذا، بدلاً من ذلك، كانت تعجب باليراعات من نافذتها.,لم تستطع ليا مشاهدة اليراعات بالخارج.,كانت تريد واحدة كحيوان أليف، وظنت أن ذلك سيكون ممتعًا.,1,أ,ب,False,ب
ذهب تيم في موعد.,أحب ليزلي الموعد.,اصطحب تيم ليزلي في رحلة صيد دببة رومانسية.,ذهب تيم إلى السينما مع ليزلي.,2,ب,ب,True,ب
إيما أرادت أن تتعلم الخياطة.,الآن تستطيع إيما صنع خزانة ملابس كاملة.,ذهبت إيما لدروس الخياطة.,أخذت إيما بعض الملابس وكانت ماهرة في ذلك.,1,أ,ب,False,ب
قرر بوب التنزه في غابات إندونيسيا.,كان بوب دائمًا متهورًا.,قرر بوب العودة عندما أدرك أنه لم يكن مجهزًا بشكل صحيح للنزهة.,نسي بوب أن يحضر قنينة ماء ومات من الجفاف.,2,ب,ب,True,ب
كان سام وزوجته مشغولين بحزم حقائبهما لرحلتهما.,أراد سام الابتعاد عن زوجته في أقرب وقت ممكن.,غازلت زوجة سام رجالًا آخرين خلال الرحلة.,كانت تغضب لأنه حزم حقيبته بالفعل بالطريقة التي أخبرته بها.,1,أ,ب,False,ب
كنا نسير بالسيارة عبر جبال بلو ريدج في أوائل الربيع.,في صباح اليوم التالي، أخبرنا الحارس أن دُبًا قد شوهد.,استمرينا في القيادة دون توقف حتى وصلنا.,كنا قد توقفنا وقررنا المخيم في منطقة استراحة لأننا كنا متعبين من القيادة.,2,ب,ب,True,ب
كانت آنا تصنع أطلسًا عالميًا.,ثم قامت بتلوين أطلسها.,رسمت آنا كرات القطن العالمية لها.,رسمت آنا أطلسها العالمي.,2,ب,ب,True,ب
ليزلي هي رئيستي وهي جيدة جدًا في عملها.,يجب أن أستمع إليها أكثر لأنها قامت بترقيتي مرتين.,ليزلي تعاملني كما لو أنها لا تحبني.,ليزلي تعاملني باحترام.,2,ب,ب,True,ب
كان تشارلي قد ترك قرده المحشو المفضل على حافلة المدرسة.,بعد البحث بعناية ، وجد القرد المفقود!,عاد تشارلي للبحث في الحافلة.,تشارلي يبحث لبضع دقائق.,1,أ,ب,False,ب
رفاق سكني قاموا بوضع شجرة عيد الميلاد هذا العام.,هذا ما يعنيه العيش مع قطة.,سرعان ما اضطر رفاق السكن إلى إزالة الشجرة.,استمتعت القطة بالزينة والشرائط ونامت تحت الشجرة.,1,أ,ب,False,ب
ذهب جو إلى الكلية لدراسة الفن.,كان جو يكره البيتزا.,"بسبب تراثه الإيطالي، أطلق الناس عليه اسم ""بيتزا جو"".",و يكره الفن.,1,أ,ب,False,ب
استيقظ جيسون متأخرا في أحد الصباحات.,لعن جيسون أنه لن يكرر هذا الخطأ مرة أخرى!,تفوق جيسون في امتحانه وهنأه أستاذه.,فات جيسون قطار الذهاب إلى المكتب.,2,ب,ب,True,ب
كنت في فريق ألعاب القوى في المدرسة الثانوية.,في النهاية، فقدت كل طاقتي وحصلت على المركز الخامس.,تدربت كثيرًا للمشاركة في لقاء رياضي.,لم أتدرب كثيرًا.,1,أ,ب,False,ب
دعوت صديقيَّ الذكرين إلى منزلي لإصلاح سيارتي.,كنت في حالة صدمة لدرجة أنني طردتهما على الفور.,كانا يقبّلان بعضهما البعض عندما عدت إلى الخارج.,كلاهما لم يعرف كيفية إصلاحها.,1,أ,ب,False,ب
ساندي وبوب انطلقوا لتحطيم رقم قياسي عالمي.,كانت ساندي غاضبة لأنهم قاموا بكل ذلك العمل بدون فائدة.,كادوا أن يحققوه ولكنهم أخفقوا بفارق ثانيتين.,حاول ساندي وبوب بناء أكبر سلم في العالم، ولكن لم يكن لديهم ما يكفي من الوقت.,1,أ,ب,False,ب
كانت كيلي تحب الرسم.,وكم كانت دهشتها كبيرة، لقد فازت بالمرتبة الأولى!,دخلت كيلي لوحتها في مسابقة.,قررت كيلي المشاركة في مسابقة غنائية.,1,أ,ب,False,ب
أكره التزيين.,اضطررت إلى قص شعري.,لقد أفسدت الجانب الأيمن من سيارتي.,لأنه من الصعب جدًا الحفاظ عليه.,2,ب,ب,True,ب
انتقلت مارشا للتو للعيش مع زوجها.,كانت مارشا مدمرة.,تعرض زوجها للإجهاض بسبب الإجهاد.,تم إخبار مارشا من قبل مالك العقار أنها لن تتمكن من الاحتفاظ بكلابها.,2,ب,ب,True,ب
حصل تيم على وظيفة صيفية في مزرعة.,كما اكتسب سمرة عميقة وداكنة!,أتيحت له الفرصة للمقامرة.,كسب تيم مالًا جيدًا لرسومه الدراسية.,2,ب,ب,True,ب
أرادت بيكي تحسين مهاراتها في الطهي، لذا سجلت في فصل دراسي.,وافق حبيبها أيضًا.,لم تطبخ بيكي طعامًا جيدًا.,كرهت بيكي فصلها الأول وطلبت من حبيبها الانضمام.,1,أ,ب,False,ب
قرأت بعيدًا عن حشد مجنون في عام 2006.,ابني يحولها إلى mp3.,جون، قرر ابني أنه يريد قراءة الكتاب.,كرهت رواية بعيدًا عن الحشد المجنون كثيرًا، لدرجة أنني أخبرت ابني عنها.,1,أ,ب,False,ب
كورنيليا كانت دائمًا تحب العمل بيديها.,تستخدم كورنيليا هذا كطاولة ليلية في غرفتها.,أعادت كورنيليا بناء طاولة قديمة مكسورة.,قررت كورنيليا صنع بطانية من بقايا الخيوط في مرآبها.,1,أ,ب,False,ب
أراد تيم القيادة بشدة.,لقد اجتازها في المحاولة الأولى!,أخذ تيم اختبار الجبر الخاص به.,لقد أخذ اختباره.,2,ب,ب,True,ب
سام أحب الإفطار.,أكل سام ثلاث وافل هذا الصباح.,أكل الإفطار الكثير عند سام.,وجد سام وافل المفضل لديه في الفريزر.,2,ب,ب,True,ب
أردت حيوانًا أليفًا لعيد ميلادي.,أحضرت كلبًا إلى المنزل لأن لدي بالفعل كلابًا كثيرة.,لذا ذهبت إلى متجر الدولار.,لذا ذهبت إلى ملجأ الكلاب.,2,ب,ب,True,ب
