observation_1,observation_2,hypothesis_1,hypothesis_2,label
ذهبت بولا على موعد غداء.,تنتظر بولا لتحصل على رقم الخادم.,تجذب بولا أكثر إلى الخادم من صديقها.,لا تحب بولا صديقها ولا الخادم.,1
أدرك بول أنّه يصبح أقل صحة في عُمرِه القديم.,كان سعيدًا للغاية لأنّه تبنّى نمطًا حياة أصح.,انضم إلى مكتبة و تحدث إلى مختص في التغذية.,انضم إلى صالة رياضية وتحدث إلى مختص في التغذية.,2
كان مارتن رجلًا ودّيًا.,أمسكت المرأة عيناها، ابتسمت، ورفعت يدها في إشارة إلى التحية.,رفع مارتن يده إلى الفتاة الحزينة التي كانت تمر.,لقي مارتن بفتاة بكيت. أعطت مارتن الفتاة حلوى.,1
كانت كيلي سعيدة لأنها حصلت على هاتف جديد.,اشترت كيلي هاتفاً جديداً.,لا تحبته بعد أن أتت به إلى المنزل.,أحبته بعد أن أتت به إلى المنزل.,1
كانت ميّا تعيش في منزلهم في غرفة المعيشة وتشاهد مباراة رياضية.,صرخت ميّا بصوت عالٍ واعتقدت أنّها ساعدت في تسجيل هدف.,كانت ميّا تحبس أنفاسها عندما كان فريقها على وشك تسجيل هدف، حتى لا تؤذيها الحظ.,فجأة انقطع التيار الكهربائي أثناء أكبر لحظة في المباراة!.,1
ماري تحب تغذية الطيور على سقف بيتها.,عاد ماري إلى الأسفل وطالب بالعودة للطيور.,صعدت ماري إلى السطح لتفريق بعض البذور.,لكن الاقتراب منها هناك جعلها أقرب.,1
يدفع سάλι كل يوم إلى العمل.,حظاً أنها توقفت في الوقت المناسب، لكنها كانت على وشك撞 الكيتين.,ضربت سάλι الغاز عندما عبر كيتين أمامها.,كان من الصعب على سάλι إيقاف سيارتها عندما ضغطت على البطانات.,2
كان هرمان يزداد إرهاقا من قهوته المشتراة.,استمر في التحسين، وبالنهاية كان يُقدم قهوة رائعة.,قرر هرمان طحن قهوته بنفسه.,قرر هرمان زيارة متجر قهوة كل يوم.,1
قرر فريد أن يمشي إلى المنزل من المدرسة في يوم ما.,幸ىً أن التقى بزميله في الفصل الذي دعاه إلى الداخل.,بدأت تساقط الأمطار.,كان الجو مشمسًا.,1
أصابني الحظ الصعب بالأمس عندما انكسر الحديد.,الحظ كان معي في النهاية عندما اشتريت حديدًا جديدًا.,حاولت أن أصلحها بنفسي.,لا أحتاج إلى حديد الآن لتبدو جيدًا في العمل.,1
سافر دبس عبر الغابات.,كان راضياً عن الصيد والأسماك التي عاد إلى المنزل للنوم.,كان الدب يبحث عن مأوى وذهب إلى الجبال.,أصاب الدب بعض الأسماك وأكلها.,2
كانت أليس بحاجة إلى كمبيوتر جديد.,كانت أليس غاضبة لأنها خرجت من المتجر بدون كمبيوتر جديد.,لم تتمكن أليس من العثور على كمبيوتر باهظ الثمن.,البحثت أليس حول المتجر لكمبيوتر مكسور.,1
أنا تحتاجت إلى وقود في سيارتي.,أضفت وقودي في المحطة.,قررت الذهاب إلى متجر التجزئة المحلي.,كانت أسعار الوقود أقل في المحطة.,2
أتي مايو إلى المنزل وأرانها زجاجة الزهور مكسورة.,لم تصدق مايو، لكنه أصر على أن ذلك ليس ذنبه.,ألقت مايو باللوم على زميلتها.,ألقت مايو اللوم على حبيبها.,2
عمل سام في الحديقة.,أعطى سام لها حديقة نباتات و حافظ عليها كحيوان أليف منذ ذلك الحين.,وجد سام قطا في الحديقة.,وجد سام ضفدعا.,2
تحدث لين بفرط حصر.,في فترة بضعة أشهر، اختفى تمامًا!,بحثت لين عن العلاج وأساعدت.,قررت لين الحصول على دروس في التمثيل.,1
لعب دان وستان لعبة الجولف الصغيرة ضد بعضهما البعض.,كانت تركيز ستان على ضربته الأخيرة ونجح في الحصول على حفرة واحدة.,كان دان في المقدمة.,ليست ستان في المقدمة.,1
كان ديريك قد أضحك من ديكان.,لم يتحدث ديكان معه مرة أخرى.,صرخ ديريك في ديكان.,كنت ديريك في محادثة مع ديكان.,1
كانت هناك عقوبة على بوب بسبب الحصول على درجات سيئة في المدرسة.,كان بوب قادرًا على العودة إلى غرفته بدون أن يلاحظ والداه.,خلال غياب والداه، خرج بوب من غرفته.,أصيب بوب بالضربة عندما لاحظت والداه ذلك، ففر.,1
قرر توم الذهاب لركوب المشي.,كان توم قادرا على إنهاء مشيته.,ترك توم المكان مبكرا في الليل حتى يكون له الكثير من الظلام.,وقف حارس الحديقة أمام توم ووعده بوجود فهد صغير.,2
ذهب جو إلى المتجر لشراء بعض الأطباق الإفطار.,ذهب جو وذهب وقال للاحد.,ضرب جو وانهار بعض الأطباق.,كان على وشك انهيار الأطباق التي كان سيعملها.,1
ألقيت الزهرة البلاستيكية السوداء في كأس ماء.,بعد أسبوعين أو ثلاثة أسبوعين توفي الزهرة.,استبدلتها بزهرة حقيقية.,أدركت لاحقًا أن الزهرة الحقيقية كانت وردة حمراء، لكنني لم أعرف ذلك لفترة.,1
قرر بوب وديف الذهاب إلى رحلة تسلق على الأسبوع末.,ضحك ديف وتابع بوب أنه كان صحيحا في الرحلة.,أظهر بوب لديف جميع المعدات التي اشتراها سابقاً.,قال بوب أن الوقت كان جيداً وأنهم سيستمتعون ديف.,1
لقد قام الكلب الصغير بالتمسيك على الباب.,كان الكلب الصغير سعيدًا للغاية عندما كان يركض في الحديقة.,كان الكلب الصغير باردًا جدًا.,لكن لا أحد يهدد الكلب الصغير.,2
كان وقتًا للعلاج من الإنفلونزا لماري.,أصيبت ماري بالإنفلونزا في الأسبوع التالي.,توفيت ماري.,قررت الذهاب إلى السوق بدلاً من ذلك.,2
كان إريك يمشي في حديقة المدينة على طريقته إلى بار.,ركض إريك بعيداً وآمل أن لا يُطارده أحد.,رأى إريك سنورك.,حاول رجل أن يسرق إريك.,2
لا يزال يمكن القول بصدق أن جيم كان قليلاً متعطشاً للتفاصيل.,في الصباح التالي، رأى أن تماثله الصغير قد تم نقلُه.,أضاف جيم لوحاته إلى مكان خاص الذي يعشقه.,كان جيم يحتفظ بكل شيء في مكانه.,2
دعيت بيل مؤخرًا إلى السينما مع زميله.,كان بيل يخاف من الأفلام الرعب دائمًا، لأنه يمرض دائمًا من الأحلام.,كان بيل سعيدًا بمشاركته في الدعوة من زميله.,لم يكن بيل سعيدًا بمعاقبته على عدم الدعوة من زميله.,1
ذهبت الفتيات إلى بار.,دخلتن في الطائرة.,ذهبن إلى المنزل وذهبن إلى الفراش.,لفتت الفتيات مليونيراً فدعاهما على طائرته.,2
كانت مادي مريضة.,على طبق، كان له دواءها، وبowl مفاجئ من الجليد.,ذهبت مادي إلى الطبيب لتلقي العلاج بسبب إصابتها.,قرر صديق مادي أن يرعاها بينما كانت مريضة.,2
كان يول بحاجة إلى لف هدية.,ثم وضع يول شريطًا على أعلى الصندوق.,أضاف يول رسمًا على الصندوق لزخرفته بدلاً من ذلك.,ألقى يول الهدية في حقيبة.,1
وجدت كارا حلياً على الأرض.,كانت كارا متعجبة.,كانت كارا غير مكتملة فكانت حلياً مزيفة.,لكنها لم تكن حجراً قيمياً.,2
في الصباح الباكر كنت على الأريكة عندما شعرت أن أنفي يبدأ في التساقط.,بعد بضع لحظات، توقف النزف أخيرًا.,سرعان أدركت أن ذلك كان دمًا.,لاحظت أني لديّ جرحًا كبيرًا على أنفي.,1
أحب لوي أن يغذى الحيوانات المتناثرة.,لقد كان القط منذ ذلك الحين أفضل صديق لوي.,وجد لوي نمراً بينما كان يغذى الحيوانات المتناثرة.,ترك لوي طعام القطط خارج باب خلفيته كل يوم.,2
كان سام يعاني من القلق الاجتماعي بشكل سيء جدا.,انخفض قلق سام الاجتماعي بعد تعرضها لنفسية أكثر.,كان على سام الخروج والتقاطع مع الناس لتفادي ذلك.,بذل سام جهدا في محاولة أن يكون بمفرده أكثر.,1
